latitud,longitud,comuna,region,cantidad_toneladas
"-42,03873915","-72,59408987",Hualaihué,Los Lagos,"1,95"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,48"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,21"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,37229"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,40614"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"6,25076"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"6,83"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"27,247"
"-45,27797098","-73,40731971",Aysén,Aysén del Gral. Carlos Ibañez del Campo,61
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"0,253"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"0,6"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"0,658"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"1,25"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"1,26"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"1,931"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"2,082"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"3,862"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"3,955"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"5,794"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"11,7"
"-41,84117703","-73,11180793",Calbuco,Los Lagos,"132,489"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,1"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,2412"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,376"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,405"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,525"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,653"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,6588"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"0,76"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"1,144"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"3,162"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"3,5097"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"4,724"
"-42,03661517","-72,52807759",Hualaihué,Los Lagos,"11,3754"
"-42,16314446","-72,53099915",Hualaihué,Los Lagos,"5,104"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,04"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,134"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,45"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,66"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,8"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,9"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,912"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"3,12"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"6,961"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"7,678"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"8,196"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"11,7"
"-44,21283505","-74,282036",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"16,657"
"-44,4906119","-74,09800672",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,07"
"-44,4906119","-74,09800672",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,09"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,024"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,04"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,048"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,13"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,32"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,46"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"0,972"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"2,96"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"9,382"
"-41,80771795","-73,00213991",Calbuco,Los Lagos,"23,1"
"-42,6275287","-73,57139678",Puqueldón,Los Lagos,"2,4"
"-42,6275287","-73,57139678",Puqueldón,Los Lagos,"4,148"
"-42,6275287","-73,57139678",Puqueldón,Los Lagos,"9,635"
"-42,6275287","-73,57139678",Puqueldón,Los Lagos,"14,4"
"-42,6275287","-73,57139678",Puqueldón,Los Lagos,"151,186"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"0,9"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"1,47"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"1,90529"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"2,27"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"4,161"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,"13,252"
"-42,64981301","-73,63531145",Chonchi,Los Lagos,60
"-33,45068275","-70,78419354",Pudahuel,Metropolitana de Santiago,"33,7326"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,181"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,2"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,2"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,213"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,345"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,41"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,52"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,07"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,3"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,009"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,14"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,025"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,5"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"22,09"
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,57
"-45,78234023","-74,41600037",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"132,08"
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,372"
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,125"
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"7,271"
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"96,2907"
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,105
"-45,29448368","-73,19350515",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"119,5"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"0,24"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"0,9"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"1,74"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"2,7"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"6,42"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"12,9512"
"-42,94510192","-72,81866969",Chaitén,Los Lagos,"31,491"
"-42,43729439","-72,70550061",Chaitén,Los Lagos,"13,491"
"-42,43729439","-72,70550061",Chaitén,Los Lagos,"96,47"
"-45,25145084","-73,21087653",Aysén,Aysén del Gral. Carlos Ibañez del Campo,9
"-52,60624198","-72,37928252",Río Verde,Magallanes y de la Antártica Chilena,"0,147"
"-52,60624198","-72,37928252",Río Verde,Magallanes y de la Antártica Chilena,"8,351"
"-52,60624198","-72,37928252",Río Verde,Magallanes y de la Antártica Chilena,"36,86"
"-52,5908502","-72,36525858",Río Verde,Magallanes y de la Antártica Chilena,"19,13"
"-45,29107526","-73,29739469",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,277"
"-45,29107526","-73,29739469",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"16,8"
"-45,29107526","-73,29739469",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"60,55"
"-45,29107526","-73,29739469",Aysén,Aysén del Gral. Carlos Ibañez del Campo,163
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"0,6"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"0,64"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"2,787"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"4,63"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"6,6"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,10
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"56,892"
"-42,98203353","-72,7991021",Chaitén,Los Lagos,"216,977"
"-45,17502317","-73,3306761",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,34307"
"-45,17502317","-73,3306761",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,26"
"-45,17502317","-73,3306761",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,384"
"-52,77168436","-72,36064827",Río Verde,Magallanes y de la Antártica Chilena,"0,468"
"-52,77168436","-72,36064827",Río Verde,Magallanes y de la Antártica Chilena,"5,465"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"0,12"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"0,552"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"0,952"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"2,055"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"29,023"
"-52,66962106","-72,41778059",Río Verde,Magallanes y de la Antártica Chilena,"34,88"
"-52,6490528","-72,40490284",Río Verde,Magallanes y de la Antártica Chilena,"0,573"
"-52,6490528","-72,40490284",Río Verde,Magallanes y de la Antártica Chilena,"0,654"
"-52,6490528","-72,40490284",Río Verde,Magallanes y de la Antártica Chilena,"15,096"
"-52,6490528","-72,40490284",Río Verde,Magallanes y de la Antártica Chilena,"54,24"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,015"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,721"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,111"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"28,26"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"37,2"
"-45,43122462","-72,90532344",Aysén,Aysén del Gral. Carlos Ibañez del Campo,39
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,404"
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,761"
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,097"
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"16,1"
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,57
"-45,32029193","-73,25139018",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"64,8"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"0,012"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"0,6"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"5,72"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"6,807"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"12,6"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"32,92"
"-42,22006871","-73,35282414",Quemchi,Los Lagos,"147,5749"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"5,718"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"7,8"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"15,96"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"28,7"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"30,87"
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,39
"-45,35870795","-73,47613438",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"299,66"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"0,61"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"0,615"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"1,12"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"10,883"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"16,82"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"17,252"
"-42,87073256","-73,67304634",Quellón,Los Lagos,"18,144"
"-45,39073704","-72,8325328",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,938"
"-45,39073704","-72,8325328",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"8,425"
"-45,39073704","-72,8325328",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"32,75"
"-45,39073704","-72,8325328",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"37,8"
"-45,39073704","-72,8325328",Aysén,Aysén del Gral. Carlos Ibañez del Campo,113
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,01"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,07"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,295"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,11"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,268"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,33"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,347"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,409"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,536"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"20,25"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"30,6"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"44,382"
"-44,74109557","-72,82792984",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"219,335"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,03"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,21"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,65"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,78"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,355"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,763"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,423"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,865"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"5,334"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"5,526"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"6,591"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"14,4"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"47,43"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"66,6"
"-44,7508202","-72,84848599",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"353,53"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,092"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,1"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"8,4"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"19,826"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"48,91"
"-44,9195764","-73,05585117",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"361,23"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"1,16"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"2,4"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"3,18"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"3,34"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"7,43"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"18,75"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"36,88"
"-42,89326327","-73,5420201",Queilén,Los Lagos,"119,0304"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,11"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,11"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,22"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,4"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,795"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,98"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,24"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,95"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"42,283"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"60,6"
"-45,43467593","-73,85394511",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"502,04"
"-42,47866588","-73,29957104",Quinchao,Los Lagos,"0,137"
"-42,47866588","-73,29957104",Quinchao,Los Lagos,"2,01"
"-42,47866588","-73,29957104",Quinchao,Los Lagos,"3,379"
"-42,47866588","-73,29957104",Quinchao,Los Lagos,"7,3899"
"-42,47866588","-73,29957104",Quinchao,Los Lagos,"106,8757"
"-42,28519024","-73,2395046",Quemchi,Los Lagos,"6,48"
"-42,28519024","-73,2395046",Quemchi,Los Lagos,"9,7573"
"-42,28519024","-73,2395046",Quemchi,Los Lagos,"23,23"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,6296"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,12728"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,86758"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"7,6519"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"12,595"
"-44,5157315","-72,60913861",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"45,595"
"-44,50636104","-72,59377155",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,09"
"-44,50636104","-72,59377155",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,45"
"-44,50636104","-72,59377155",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,674"
"-44,50636104","-72,59377155",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,86768"
"-42,25829179","-73,3317774",Quemchi,Los Lagos,"4,506"
"-42,25829179","-73,3317774",Quemchi,Los Lagos,"11,468"
"-42,25829179","-73,3317774",Quemchi,Los Lagos,"15,02"
"-42,25829179","-73,3317774",Quemchi,Los Lagos,"74,27"
"-42,53808859","-73,43181347",Quinchao,Los Lagos,"0,976"
"-42,53808859","-73,43181347",Quinchao,Los Lagos,"1,05"
"-42,53808859","-73,43181347",Quinchao,Los Lagos,"4,0912"
"-42,53808859","-73,43181347",Quinchao,Los Lagos,"48,7394"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"0,015"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"0,045"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"0,166"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"0,5"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"10,871"
"-41,52388403","-72,78949134",Puerto Montt,Los Lagos,"112,84"
"-33,5279245","-70,71570423",San Bernardo,Metropolitana de Santiago,"54,7834"
"-34,17945624","-70,65651461",Machalí,Libertador Gral. Bernardo O'Higgins,"31,48"
"-33,64640558","-70,63085473",Pirque,Metropolitana de Santiago,"2,944"
"-38,76670083","-72,60000285",Padre Las Casas,Araucanía,"6,324"
"-43,96861699","-73,12891039",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,03"
"-43,96861699","-73,12891039",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,06"
"-43,96861699","-73,12891039",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,1"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"0,086"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"0,402"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"0,6"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"1,2"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"1,85"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"2,184"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"7,73"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"56,914"
"-42,56065598","-72,55740207",Chaitén,Los Lagos,"89,165"
"-42,52439292","-72,66979671",Chaitén,Los Lagos,"0,13"
"-42,52439292","-72,66979671",Chaitén,Los Lagos,"0,168"
"-42,52439292","-72,66979671",Chaitén,Los Lagos,"0,2"
"-42,52439292","-72,66979671",Chaitén,Los Lagos,"21,956"
"-42,52439292","-72,66979671",Chaitén,Los Lagos,"748,01"
"-42,54222347","-73,62096089",Castro,Los Lagos,"0,21705"
"-42,54222347","-73,62096089",Castro,Los Lagos,"0,54"
"-42,54222347","-73,62096089",Castro,Los Lagos,"0,85768"
"-42,54222347","-73,62096089",Castro,Los Lagos,"1,72038"
"-42,54222347","-73,62096089",Castro,Los Lagos,"3,26064"
"-42,54222347","-73,62096089",Castro,Los Lagos,"47,5526"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"0,018"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"0,04"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"0,084"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"3,5"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,5
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"58,212"
"-40,28837074","-73,52926596",San Juan de la Costa,Los Lagos,"92,39"
"-52,85634669","-72,45240048",Río Verde,Magallanes y de la Antártica Chilena,"0,687"
"-52,85634669","-72,45240048",Río Verde,Magallanes y de la Antártica Chilena,"1,1905"
"-52,85634669","-72,45240048",Río Verde,Magallanes y de la Antártica Chilena,"17,16"
"-52,85634669","-72,45240048",Río Verde,Magallanes y de la Antártica Chilena,"18,83"
"-44,71045619","-74,45127744",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,921"
"-44,71045619","-74,45127744",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"5,4"
"-40,86575547","-72,53105696",Puerto Octay,Los Lagos,"0,206"
"-40,86575547","-72,53105696",Puerto Octay,Los Lagos,"0,3"
"-40,86575547","-72,53105696",Puerto Octay,Los Lagos,"0,39"
"-40,86575547","-72,53105696",Puerto Octay,Los Lagos,"2,265"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"0,015"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"0,02"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"0,15"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"0,198"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"5,4"
"-41,79454516","-73,42110491",Calbuco,Los Lagos,"64,35"
"-42,02470353","-72,68401106",Hualaihué,Los Lagos,"0,001"
"-42,13437692","-72,58837831",Hualaihué,Los Lagos,"6,302"
"-42,38184271","-73,60696027",Curaco de Vélez,Los Lagos,"0,03"
"-42,38184271","-73,60696027",Curaco de Vélez,Los Lagos,"0,246"
"-42,38184271","-73,60696027",Curaco de Vélez,Los Lagos,"0,361"
"-42,34458845","-73,52339346",Dalcahue,Los Lagos,"0,70296"
"-42,34458845","-73,52339346",Dalcahue,Los Lagos,"0,73731"
"-42,34458845","-73,52339346",Dalcahue,Los Lagos,"20,06"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"0,916"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,1
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"1,832"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"2,114"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"2,684"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"3,574"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"3,908"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"4,967"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"8,844"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"11,353"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"21,572"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"160,14"
"-41,6399612","-72,36641312",Cochamó,Los Lagos,"191,25"
"-44,29904226","-72,8952196",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,13
"-44,2348734","-73,07825377",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,337"
"-44,2348734","-73,07825377",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,337"
"-44,2348734","-73,07825377",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,34307"
"-44,2348734","-73,07825377",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,373"
"-45,09399166","-73,30940097",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,42884"
"-45,09399166","-73,30940097",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,26"
