latitud,longitud,comuna,region,cantidad_toneladas
"-18,4754587","-70,31406901",Arica,Arica y Parinacota,"8,44"
"-20,29499481","-70,1277879",Iquique,Tarapacá,"0,129"
"-20,29499481","-70,1277879",Iquique,Tarapacá,"0,5868"
"-20,29499481","-70,1277879",Iquique,Tarapacá,"26,7"
"-23,51288949","-70,40188905",Antofagasta,Antofagasta,"28,37"
"-23,51288949","-70,40188905",Antofagasta,Antofagasta,"57,83"
"-22,50702722","-68,93408842",Calama,Antofagasta,"3,66"
"-22,50702722","-68,93408842",Calama,Antofagasta,"5,36"
"-22,50702722","-68,93408842",Calama,Antofagasta,7
"-22,50702722","-68,93408842",Calama,Antofagasta,"13,22"
"-22,50702722","-68,93408842",Calama,Antofagasta,"35,8"
"-27,3632829","-70,34508046",Copiapó,Atacama,"9,82"
"-27,3632829","-70,34508046",Copiapó,Atacama,"37,48"
"-29,9054771","-71,2629223",La Serena,Coquimbo,"0,047"
"-29,9054771","-71,2629223",La Serena,Coquimbo,"0,91"
"-29,9054771","-71,2629223",La Serena,Coquimbo,"1,563"
"-29,9054771","-71,2629223",La Serena,Coquimbo,"2,07"
"-29,9054771","-71,2629223",La Serena,Coquimbo,"3,34"
"-32,83616157","-70,60424077",Los Andes,Valparaíso,"6,2283"
"-32,83616157","-70,60424077",Los Andes,Valparaíso,"14,61"
"-32,9792269","-71,48848096",Concón,Valparaíso,"0,52"
"-32,9792269","-71,48848096",Concón,Valparaíso,"0,57"
"-32,9792269","-71,48848096",Concón,Valparaíso,"3,63"
"-33,37387582","-70,71969142",Quilicura,Metropolitana de Santiago,"4,43"
"-33,37387582","-70,71969142",Quilicura,Metropolitana de Santiago,"55,84"
"-33,37387582","-70,71969142",Quilicura,Metropolitana de Santiago,"109,837"
"-33,41191626","-70,7821744",Renca,Metropolitana de Santiago,"1,67"
"-33,41191626","-70,7821744",Renca,Metropolitana de Santiago,"2,95"
"-33,41191626","-70,7821744",Renca,Metropolitana de Santiago,"4,12"
"-33,41191626","-70,7821744",Renca,Metropolitana de Santiago,"4,38"
"-33,41191626","-70,7821744",Renca,Metropolitana de Santiago,"19,03094"
"-34,15888565","-70,72735328",Rancagua,Libertador Gral. Bernardo O'Higgins,16
"-35,4349312","-71,63777813",Talca,Maule,"7,35"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"0,009"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"0,121"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"0,32"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"0,786"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"1,69"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"1,956"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"2,02"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"2,98"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"2,986"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"3,79"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"4,635"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"6,092"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"6,577"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"6,59"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"8,499"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"12,49"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"14,315"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"17,705"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"18,5"
"-41,73768015","-72,69516345",Hualaihué,Los Lagos,"21,373"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,061"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,462"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,538"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,962"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,136"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,328"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,767"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"7,2"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"8,53"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"14,369"
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,46
"-45,41421187","-73,39421965",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"53,941"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,09"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,136"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,2"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,45"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,333"
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,16
"-45,44439067","-73,37949638",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"19,2"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,09"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,122"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,337"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,35"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,475"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,721"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,21"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,24"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,873"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,601"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"11,096"
"-45,02701255","-74,08652459",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"18,5"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,061"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,168"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,217"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,46"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,472"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,826"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,073"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,577"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,011"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,623"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"14,3"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"18,32"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"20,237"
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,26
"-45,21642326","-74,01147506",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"40,389"
"-45,03502057","-74,03784911",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-45,03502057","-74,03784911",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,39"
"-45,03502057","-74,03784911",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,41"
"-45,03502057","-74,03784911",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,965"
"-45,03502057","-74,03784911",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"6,99"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,594"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,646"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,345"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,79"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,98"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,66"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"5,66"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"19,9"
"-45,32328115","-73,36130027",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"42,12"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,32"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,474"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,705"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,12"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,629"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"8,939"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"15,724"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"17,16"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"20,4"
"-45,3362545","-73,38640575",Aysén,Aysén del Gral. Carlos Ibañez del Campo,50
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,31"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,769"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,123"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,13"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,2"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,675"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,262"
"-45,15945441","-73,34704769",Aysén,Aysén del Gral. Carlos Ibañez del Campo,9
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,475"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,565"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,82"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,87"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,924"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,504"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,555"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"6,465"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"7,12"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"31,093"
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,33
"-44,17623582","-74,29192523",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"53,061"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,32"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,457"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,682"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,02"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,75"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,766"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,906"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,757"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"4,767"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,12
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"29,875"
"-44,27368387","-74,1874917",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"32,882"
"-45,19278994","-73,50114244",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,9"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,31"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,24"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,3"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,37"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,802"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,044"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,123"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"7,2"
"-45,02147514","-73,43390674",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"15,408"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,216"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,216"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,288"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,32"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,68"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,707"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,125"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,427"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,44"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,699"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,743"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"6,929"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"23,475"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"37,74"
"-44,32237792","-74,24610085",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"52,459"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,136"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,386"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,16"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,651"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"8,637"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"14,47"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"16,5"
"-45,21625394","-74,21713732",Aysén,Aysén del Gral. Carlos Ibañez del Campo,37
"-44,34588302","-74,26239792",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"3,88"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,123"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,216"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,31"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,457"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,462"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,55"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,981"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,24"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,315"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"3,24"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"3,46"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"18,58"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,28
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"31,821"
"-44,30972322","-74,30189502",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"66,479"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,216"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,31"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,462"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,495"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,73"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,58"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,176"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,198"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,3"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,26
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"27,364"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,37
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"39,74"
"-45,20706417","-74,07740753",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"53,641"
"-45,20427732","-74,23911363",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,766"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,208"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,432"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"1,736"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,533"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,539"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"5,705"
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,13
"-44,4356331","-74,38904466",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"19,598"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,611"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,707"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,203"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,253"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"5,11"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"10,498"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"13,813"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"39,1"
"-45,56074259","-74,05080149",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"70,65"
"-45,10562413","-73,49754041",Aysén,Aysén del Gral. Carlos Ibañez del Campo,23
"-45,19097638","-74,28564176",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,315"
"-45,19097638","-74,28564176",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,992"
"-45,19097638","-74,28564176",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,1"
"-45,19097638","-74,28564176",Aysén,Aysén del Gral. Carlos Ibañez del Campo,16
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,588"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,718"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,648"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"10,642"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"16,158"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"34,25"
"-45,53182825","-73,95755393",Aysén,Aysén del Gral. Carlos Ibañez del Campo,36
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,46"
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,891"
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,628"
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,11
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"11,205"
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"19,191"
"-45,35960771","-73,04899247",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"42,84"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,527"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"0,585"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"2,175"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"3,677"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"6,034"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"7,385"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"9,38"
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,55
"-44,86769104","-74,282639",Cisnes,Aysén del Gral. Carlos Ibañez del Campo,"56,28"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,16"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,31"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,624"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,987"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,039"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,9
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"9,562"
"-45,02074813","-73,72172834",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"22,304"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,344"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,925"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,75"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,383"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,3
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"3,636"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"23,174"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"33,9"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"34,695"
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,93
"-45,25485821","-73,93615093",Aysén,Aysén del Gral. Carlos Ibañez del Campo,136
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"0,081"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"1,36"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,172"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,34"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"2,98"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"4,275"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,"6,791"
"-45,43185019","-74,24570095",Aysén,Aysén del Gral. Carlos Ibañez del Campo,158
"-37,4203394","-72,3385869",Los Angeles,Biobío,"18,594"
"-36,60197261","-72,09320754",Chillán,Ñuble,"3,6516"
"-36,78096007","-73,0578207",Talcahuano,Biobío,"17,5237"
"-51,7585303","-72,8936236",Natales,Magallanes y de la Antártica Chilena,"1,485"
"-51,7585303","-72,8936236",Natales,Magallanes y de la Antártica Chilena,"7,2"
"-51,7585303","-72,8936236",Natales,Magallanes y de la Antártica Chilena,"14,897"
